"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","agent_model","center_threshold","device","disable_completion_preface","disable_wandb","early_stop_max_years","exploiter_model","exploiter_powers","exploiter_prompt","fourbit_compute_dtype","log_level","manual_orders_path","map_name","max_completion_errors","max_message_rounds","max_years","no_press","no_press_policy","no_press_powers","num_exploiter_powers","num_prompt_ablations","num_super_exploiter_powers","output_folder","project","prompt_ablations","save","seed","summarizer_model","super_exploiter_powers","temperature","top_p","unit_threshold","_progress/hours_remaining","_progress/percent_done","_progress/year_fractional","benchmark/competence_score","benchmark/nash_social_welfare_baseline","benchmark/nash_social_welfare_baseline_smoothed","benchmark/nash_social_welfare_exploiter","benchmark/nash_social_welfare_exploiter_smoothed","benchmark/nash_social_welfare_global","benchmark/nash_social_welfare_global_smoothed","builds/game_build_ratio","builds/game_builds_avg","builds/game_disbands_avg","builds/phase_build_ratio","builds/phase_builds_num","builds/phase_disbands_num","combat/game_conflicts_avg","combat/game_conflicts_max","combat/game_conflicts_min","combat/game_conflicts_sum","combat/phase_conflicts_num","commands/avg_convoys_num","commands/avg_holds_num","commands/avg_moves_num","commands/avg_moves_ratio","commands/avg_supports_num","commands/avg_supports_ratio","commands/phase_convoy_num","commands/phase_hold_num","commands/phase_move_num","commands/phase_move_ratio","commands/phase_support_num","commands/phase_support_ratio","conquest/centers_owned_num","conquest/centers_owned_ratio","conquest/game_centers_gained_avg","conquest/game_centers_gained_sum","conquest/game_centers_lost_avg","conquest/game_centers_lost_sum","conquest/phase_centers_gained_num","conquest/phase_centers_lost_num","cost/completion_tokens_total","cost/estimated_token_cost_gpt4-usd","cost/prompt_tokens_total","fatal_exception_trace","messages/game_messages_per_completion","messages/game_public_ratio","messages/game_similarity_avg","messages/phase_message_per_completion","messages/phase_messages_total","messages/phase_public_ratio","messages/phase_similarity_avg","meta/year_fractional","model/game_completion_non_error_ratio","model/game_completion_time_sec_avg","model/game_num_completion_errors","model/phase_completion_non_error_ratio","model/phase_completion_time_sec_avg","model/phase_num_completion_errors","orders/game_valid_ratio","orders/phase_total_num","orders/phase_valid_num","orders/phase_valid_ratio","orders/phase_valid_ratio_type_A","orders/phase_valid_ratio_type_M","orders/phase_valid_ratio_type_R","power/baseline_mean","power/baseline_std","power/exploiter_mean","power/exploiter_std","power/global_mean","power/global_std","score/centers/AUS","score/centers/ENG","score/centers/FRA","score/centers/GER","score/centers/ITA","score/centers/RUS","score/centers/TUR","score/units/AUS","score/units/ENG","score/units/FRA","score/units/GER","score/units/ITA","score/units/RUS","score/units/TUR","score/welfare/AUS","score/welfare/ENG","score/welfare/FRA","score/welfare/GER","score/welfare/ITA","score/welfare/RUS","score/welfare/TUR","tokens/completion_tokens_avg","tokens/completion_tokens_max","tokens/completion_tokens_median","tokens/completion_tokens_min","tokens/prompt_tokens_avg","tokens/prompt_tokens_max","tokens/prompt_tokens_median","tokens/prompt_tokens_min","tokens/total_tokens_avg","tokens/total_tokens_max","tokens/total_tokens_median","tokens/total_tokens_min","usage/completion_tokens","usage/elapsed_time","usage/prompt_tokens","usage/total_tokens","welfare/max","welfare/mean","welfare/median","welfare/min","welfare/total","welfare_aggregation/max","welfare_aggregation/mean","welfare_aggregation/median","welfare_aggregation/min","welfare_aggregation/total","welfare_gain/game_avg_avg","welfare_gain/game_max_avg","welfare_gain/game_median_avg","welfare_gain/game_min_avg","welfare_gain/phase_avg","welfare_gain/phase_max","welfare_gain/phase_median","welfare_gain/phase_min"
"quiet-sweep-6","wxqhie7w","finished","-","gabrielmukobi","","2023-09-12T02:56:06.000Z","11487","riztcl49","gpt-4-0613","12","auto","false","false","0","","","","32","INFO","","standard_welfare","30","2","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","1","gpt-3.5-turbo-16k-0613","","1","0.9","12","0","100","10.9","0.9445732614033268","","","","","3.303880183865736","3.3038812338572727","0.0625","0.1","2.3","","0","0","0.25","5","0","5","0","0","6.2","1.75","0.0893939393939394","0.05","0.0025252525252525255","0","0","0","","0","","30","0.8823529411764706","0.8","8","0","0","0","0","161910","68.98191","1975577","","2.802380952380952","0.35208765155168875","0.12106389945816308","1.5714285714285714","22","0.5454545454545454","0.2250501357861623","","1","25.83709523809523","0","1","22.304214285714284","0","0.9513668430335096","0","0","","","","","","","","","2.142857142857143","0.4403152859263555","5","3","4","4","4","6","4","0","0","0","0","0","0","0","39","17","34","35","37","46","32","271.2142857142857","438","254.5","127","5288.357142857143","5889","5305","4691","5559.571428571428","6327","5611.5","4897","93","1.2078471058048308","1636","1729","0","0","0","0","0","46","34.285714285714285","35","17","240","3.4285714285714284","4.7","3.4","1.7","4.285714285714286","6","4","3"
"comfy-sweep-5","kbzxnfto","finished","-","gabrielmukobi","","2023-09-12T02:48:23.000Z","31445","riztcl49","gpt-4-0613","12","auto","false","false","0","","","","32","INFO","","standard_welfare","30","1","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","3","gpt-3.5-turbo-16k-0613","","1","0.9","12","0","100","10.9","0.9397966594045024","","","","","3.5364317159628156","3.536432725633055","0","0","2.2","","0","0","0","0","0","0","0","0","5.45","1.35","0.10378787878787878","0.2","0.015151515151515152","0","0","0","","0","","30","0.8823529411764706","0.8","8","0","0","0","0","80297","30.53319","857179","","2.223809523809524","0.5216763876693544","0.19056652774386715","1","7","1","0.37612135651805206","","0.9952380952380953","25.231310317460323","1","1","20.48428571428571","0","0.941798941798942","0","0","","","","","","","","","2.142857142857143","0.2258769757263128","4","4","5","4","4","5","4","0","0","0","0","0","0","0","34","36","43","34","29","43","31","233.42857142857144","287","237","195","4360.142857142857","4854","4280","4105","4593.571428571428","5104","4495","4300","78","2.5036848220042884","1059","1137","0","0","0","0","0","43","35.714285714285715","34","29","250","3.5714285714285716","4.3","3.4","2.8","4.285714285714286","5","4","4"
"atomic-sweep-1","r251t6fd","finished","-","gabrielmukobi","","2023-09-12T02:48:22.000Z","23544","riztcl49","gpt-4-0613","12","auto","false","false","0","","","","32","INFO","","standard_welfare","30","0","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","3","gpt-3.5-turbo-16k-0613","","1","0.9","12","0","100","10.9","0.9798728451954258","","","","","1.837291105908038","1.8372921945116256","0.3741666666666667","2.3","3.6","0","0","7","1.85","10","0","37","0","0","14.25","6.5","0.264793318581351","1.95","0.08381407892310529","0","12","3","0.2","0","0","34","1","1.2","12","0.3","3","0","0","41045","13.55469","369733","","0","","","0","0","","","","0.9861751152073732","16.697262672811057","3","1","15.303571428571429","0","0.9534434203789042","7","7","1","1","1","1","","","","","3","1.1338934190276817","4","4","6","5","4","6","5","1","0","0","0","0","5","2","9","16","33","26","20","22","13","165.28571428571428","214","159","142","1507.428571428571","1519","1509","1495","1672.7142857142858","1728","1662","1653","214","20.04262522701174","1514","1728","0","0","0","0","0","33","19.857142857142858","20","9","139","1.7714285714285716","3.5","1.8","0.4","3.7142857142857144","6","4","1"
"eternal-sweep-4","up3uh4m4","finished","-","gabrielmukobi","","2023-09-12T02:48:22.000Z","31342","riztcl49","gpt-4-0613","12","auto","false","false","0","","","","32","INFO","","standard_welfare","30","1","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","2","gpt-3.5-turbo-16k-0613","","1","0.9","12","0","100","10.9","0.957559320024306","","","","","3.336613934466806","3.3366149503560143","0.16326530612244897","0.3","2.5","","0","0","0.05","1","0","1","0","0","6.6","1.75","0.11242678889737712","0.05","0.003246753246753247","0","0","0","","0","","30","0.8823529411764706","0.8","8","0","0","0","0","82803","31.7553","892904","","2.4523809523809517","0.5010577417473969","0.2025878452699205","0.7142857142857143","5","1","0.3441844578138722","","0.9952380952380953","25.624449206349205","1","1","19.334","0","0.9950869236583524","0","0","","","","","","","","","2.142857142857143","0.3499271061118826","4","5","5","3","4","5","4","0","0","0","0","0","0","0","34","40","40","24","32","38","29","213.8571428571429","298","221","170","4476","4704","4430","4211","4689.857142857143","5002","4651","4381","54","0.887375726364553","853","907","0","0","0","0","0","40","33.857142857142854","34","24","237","3.3857142857142852","4.2","3.3","2.4","4.285714285714286","5","4","3"
"hardy-sweep-2","umacmw1i","finished","-","gabrielmukobi","","2023-09-12T02:48:22.000Z","19902","riztcl49","gpt-4-0613","12","auto","false","false","0","","","","32","INFO","","standard_welfare","30","0","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","4","gpt-3.5-turbo-16k-0613","","1","0.9","12","0","100","10.9","0.9894777265745008","","","","","1.6413813994289743","1.6413825063713834","0.39666666666666667","1.9","3.2","0","0","6","1.15","4","0","23","0","0","17.9","4.6","0.19673254207062305","1.3","0.05005956187740296","0","15","0","0","0","0","34","1","1.2","12","0.5","5","0","0","42333","13.75992","373998","","0","","","0","0","","","","0.9907834101382488","16.8443064516129","2","1","17.42742857142857","0","0.9776497695852536","6","6","1","1","1","1","","","","","3.0714285714285716","0.6776309271789385","4","3","6","5","4","7","5","1","2","2","0","1","1","2","15","7","28","26","17","19","13","191.1428571428571","227","187","139","1546.2857142857142","1570","1540","1535","1737.428571428571","1797","1734","1692","223","20.902401625644416","1535","1758","0","0","0","0","0","28","17.857142857142858","17","7","125","1.6142857142857143","2.8","1.7","0.2","3.5714285714285716","6","3","1"
"feasible-sweep-30","kfa0e5nv","finished","-","gabrielmukobi","","2023-09-10T23:57:52.000Z","34409","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","30","5","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","4","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.939943259355024","","","","","3.4602685697064115","3.4602695948686875","0","0","2.2","","0","0","0.15","2","0","3","0","0","4.5","0.9","0.10394385026737968","0","0","0","0","0","","0","","28","0.8235294117647058","0.6","6","0","0","0","0","341852","183.85164","5444684","","2.5524929971988786","0.6260986277444659","0.17129871777773018","0.9428571428571428","33","1","0.2985629510734835","","0.9990476190476192","21.248767086834736","1","1","20.348685714285715","0","0.9972527472527474","0","0","","","","","","","","","2","0.3779644730092272","4","4","5","3","3","5","4","0","0","0","0","0","0","0","37","36","46","24","27","44","34","247.9142857142857","319","246","148","5894.8","7607","5921","4572","6142.714285714285","7839","6164","4783","115","1.9780122241936624","3557","3672","0","0","0","0","0","46","35.42857142857143","36","24","248","3.542857142857143","4.6","3.6","2.4","4","5","4","3"
"bumbling-sweep-29","01gn2epw","finished","-","gabrielmukobi","","2023-09-10T23:17:59.000Z","43737","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","30","5","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","3","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9616229207732476","","","","","3.611632154130818","3.611633165187113","0.08333333333333333","0.2","2.4","","0","0","0.15","1","0","3","0","0","6.1","1.45","0.07547699214365881","0.05","0.0025252525252525255","0","0","0","","0","","31","0.9117647058823528","0.9","9","0","0","0","0","398921","197.99253","5801909","","3.573275861419837","0.30701946062627183","0.12201882965388032","0.8823529411764706","30","1","0.4323139086439093","","0.9761904761904764","25.6677681415264","25","0.9714285714285714","19.24179411764706","1","0.9969135802469136","0","0","","","","","","","","","2.2142857142857144","0.3642156795423418","4","4","4","5","4","6","4","0","0","0","0","0","0","0","33","33","33","41","32","50","34","228.1176470588235","323","229.5","110","6349","7854","6373.5","4780","6577.117647058823","8128","6610.5","5046","74","1.4582345616072416","3325","3399","0","0","0","0","0","50","36.57142857142857","33","32","256","3.657142857142857","5","3.4","3","4.428571428571429","6","4","4"
"celestial-sweep-28","7z771m6r","finished","-","gabrielmukobi","","2023-09-10T21:39:23.000Z","44747","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","30","5","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","2","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.945130891862918","","","","","3.4883167758003393","3.488317779001518","0.1","0.3","2.5","","0","0","0","0","0","0","0","0","5.5","1.2","0.11079545454545454","0","0","0","0","0","","0","","29","0.8529411764705882","0.7","7","0","0","0","0","366761","198.80598","5893344","","2.867490851179181","0.49284792859814686","0.18807961748601737","0.9411764705882352","32","1","0.4174464756315805","","0.9866666666666668","22.58020547416596","14","0.9714285714285714","20.621323529411764","1","0.9957848324514992","0","0","","","","","","","","","2.0714285714285716","0.1749635530559413","4","4","5","4","4","4","4","0","0","0","0","0","0","0","37","35","41","32","32","34","34","245.2941176470588","393","240.5","160","6487.705882352941","7902","6444","4818","6733","8163","6702","5053","78","1.526348875835538","3489","3567","0","0","0","0","0","41","35","34","32","245","3.5","4.4","3.5","3.1","4.142857142857143","5","4","4"
"cosmic-sweep-24","b1cuco5e","finished","-","gabrielmukobi","","2023-09-10T12:14:02.000Z","54789","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","4","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","3","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9496381886087768","","","","","3.457059149394057","3.457060153248919","0.03333333333333333","0.1","2.3","","0","0","0.1","1","0","2","0","0","5.6","1.3","0.09959893048128345","0","0","0","0","0","","0","","29","0.8529411764705882","0.7","7","0","0","0","0","282524","145.45431","4283429","","2.490476190476191","0.570050959556855","0.18232005473014531","0.8571428571428571","24","1","0.2599690621047283","","1","21.25681547619048","0","1","14.470357142857145","0","0.9959733893557424","0","0","","","","","","","","","2.0714285714285716","0.1749635530559413","4","4","4","4","4","5","4","0","0","0","0","0","0","0","32","33","36","32","33","42","35","222.75","273","229.5","100","5772.321428571428","6857","5817.5","4592","5995.071428571428","6957","6034.5","4791","104","1.96950050489977","2661","2765","0","0","0","0","0","42","34.714285714285715","33","32","243","3.4714285714285715","4.2","3.5","3","4.142857142857143","5","4","4"
"dry-sweep-22","kfa0e5nv","finished","-","gabrielmukobi","","2023-09-10T04:42:02.000Z","69337","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","4","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","1","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9268423025775968","","","","","3.806773032250811","3.8067740597475552","0.03571428571428571","0.1","2.3","","0","0","0.15","2","0","3","0","0","5.2","1.75","0.14275724275724275","0.05","0.003246753246753247","0","0","0","","0","","33","0.9705882352941176","1.1","11","0","0","0","0","304740","151.25325","4432295","","3.10679012345679","0.4218467871023685","0.13053836686975556","0.9642857142857144","27","1","0.36986411533900126","","0.9976190476190476","22.08919113756613","2","1","15.05182142857143","0","0.8123196248196249","0","0","","","","","","","","","2.357142857142857","0.5150787536377128","4","4","5","7","5","4","4","0","0","0","0","0","0","0","33","33","45","62","41","30","31","227.1071428571429","283","220","166","6208.392857142857","7760","6169","4920","6435.5","7968","6394","5141","100","1.4829200017265975","2910","3010","0","0","0","0","0","62","39.285714285714285","33","30","275","3.928571428571429","6.2","3.5","2.8","4.714285714285714","7","4","4"
"fine-sweep-21","53ukm93m","finished","-","gabrielmukobi","","2023-09-10T04:38:24.000Z","69620","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","4","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","0","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9430388562182508","","","","","2.6342142645137363","2.634215288376043","0.16666666666666666","0.6","2.8","","0","0","0.1","1","0","2","0","0","11.25","0.85","0.04137529137529137","0","0","0","0","0","","0","","29","0.8529411764705882","0.7","7","0","0","0","0","324591","154.11005999999998","4487820","","3.613359788359788","0.2946815328263039","0.10970341100015234","0.9642857142857144","27","1","0.2725297325632191","","0.9964285714285716","23.759476278659612","3","1","15.687821428571429","0","0.9797468207555928","0","0","","","","","","","","","2.0714285714285716","0.4164965639175214","5","4","5","3","3","5","4","0","0","0","0","0","0","0","26","31","39","20","20","28","25","234.96428571428572","297","236","130","5979.857142857143","7276","6041.5","4652","6214.821428571428","7474","6259","4894","74","1.1989398570731282","2862","2936","0","0","0","0","0","39","27","26","20","189","2.7","4","2.5","1.6","4.142857142857143","5","4","3"
"azure-sweep-20","7z771m6r","finished","-","gabrielmukobi","","2023-09-10T04:23:36.000Z","62133","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","3","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","4","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9285026973752464","","","","","3.63739399049078","3.637395005183091","0.15029761904761904","0.5","2.6","","0","0","0.05","1","0","1","0","0","6","1.3","0.07772983595352016","0","0","0","0","0","","0","","31","0.9117647058823528","0.9","9","0","0","0","0","239776","109.2243","3161258","","3.063095238095238","0.32669777211762013","0.12646345691717692","1.619047619047619","34","0.6176470588235294","0.2810538612889391","","0.9984126984126984","22.315519999999996","1","1","21.948904761904764","0","0.8753306878306878","0","0","","","","","","","","","2.2142857142857144","0.3642156795423418","5","4","5","5","3","5","4","0","0","0","0","0","0","0","42","33","43","41","26","39","34","300.23809523809524","471","272","229","6139.333333333333","7386","6064","4863","6439.571428571428","7623","6390","5143","116","1.9383300887420776","2831","2947","0","0","0","0","0","43","36.857142857142854","39","26","258","3.685714285714286","4.6","3.8","2.5","4.428571428571429","5","5","3"
"deep-sweep-18","7z771m6r","finished","-","gabrielmukobi","","2023-09-10T04:20:30.000Z","68238","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","3","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","2","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9779671127710344","","","","","3.740347672725618","3.740348681073328","0.16666666666666669","0.4","2.6","","0","0","0","0","0","0","0","0","6.3","1.2","0.08073229291716687","0","0","0","0","0","","0","","32","0.9411764705882352","1","10","0","0","0","0","229211","105.98364","3074366","","2.8428571428571425","0.4064510903164468","0.134243689888983","0.8571428571428571","18","1","0.230673307070564","","1","21.65911587301588","0","1","17.317047619047614","0","0.9927248677248676","0","0","","","","","","","","","2.2857142857142856","0.24743582965269675","4","4","5","5","4","5","5","0","0","0","0","0","0","0","33","34","41","42","31","38","45","227.66666666666663","326","217","114","5551.809523809524","6286","5451","4672","5779.476190476191","6561","5767","4879","68","1.092389819212258","2098","2166","0","0","0","0","0","45","37.714285714285715","38","31","264","3.771428571428571","4.6","3.8","3.1","4.571428571428571","5","5","4"
"stilted-sweep-15","9fa5xgda","finished","-","gabrielmukobi","","2023-09-10T02:29:43.000Z","50916","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","10","2","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","4","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9546476924102976","","","","","2.4270706511015168","2.4270716698685506","0.16785714285714287","0.3","2.5","0","0","2","0","0","0","0","0","0","13.5","1.25","0.05753588516746411","0.05","0.0022727272727272726","0","2","0","0","0","0","30","0.8823529411764706","0.8","8","0","0","0","0","159483","69.64044","2002382","","2.8285714285714287","0.3444974901404123","0.13185381880544975","1.2857142857142858","18","0.7777777777777778","0.2993601512929847","","1","20.019569047619047","0","1","16.573857142857143","0","0.9815901360544216","4","4","1","1","1","","","","","","2.142857142857143","0.3499271061118826","5","3","4","5","4","5","4","0","0","0","0","0","0","0","30","18","22","29","20","30","24","247.5","368","248","177","5249.928571428572","5869","5303","4422","5497.428571428572","6116","5553.5","4677","116","662.3693234729581","1703","1819","0","0","0","0","0","30","24.714285714285715","24","18","173","2.471428571428571","3.1","2.5","1.6","4.285714285714286","5","4","3"
"driven-sweep-11","b1cuco5e","finished","-","gabrielmukobi","","2023-09-09T22:12:32.000Z","50483","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","2","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","0","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9692198718567888","","","","","2.7311519978068817","2.731153053605748","0.15555555555555556","0.5","2.6","0","0","4","0.2","2","0","4","0","0","10.65","1.75","0.08843700159489634","0","0","0","5","0","0","0","0","31","0.9117647058823528","0.9","9","0.1","1","0","0","171759","69.68736","1979394","","3.3857142857142852","0.24689166694344936","0.10951515664943878","2.2142857142857144","31","0.41935483870967744","0.17400292351712474","","1","21.49551904761905","","1","20.649857142857144","","0.9958949096880132","9","9","1","1","1","","","","","","2.2857142857142856","0.5890150893739515","4","3","5","4","4","6","5","0","0","0","0","0","1","0","23","16","40","23","24","45","31","310.07142857142856","500","282","139","5494.285714285715","6048","5456","4676","5804.357142857143","6538","5800.5","5005","80","1.7141993162222209","1434","1514","0","0","0","0","0","45","28.857142857142858","24","16","202","2.8857142857142857","4.5","2.4","1.4","4.285714285714286","5","4","3"
"dashing-sweep-10","yd8hnuzw","finished","-","gabrielmukobi","","2023-09-09T22:12:28.000Z","27280","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","1","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","4","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","10.9","0.9504134987328264","","","","","3.1567528933213005","3.156753923844051","0.17857142857142858","0.2","2.3","","0","0","0.25","2","0","5","0","0","6.85","1.5","0.0989448051948052","0.05","0.003246753246753247","0","1","0","0","0","0","29","0.8529411764705882","0.7","7","0.1","1","0","0","79241","31.35378","886644","","2.095238095238095","0.6014822141443041","0.2004752716592796","1","7","1","0.406535210540804","","1","17.476580952380953","","1","17.307","","0.9982993197278912","0","0","","","1","","","","","","2.142857142857143","0.4403152859263555","3","4","5","4","3","5","5","0","1","0","0","0","0","0","26","30","41","33","20","40","37","269.14285714285717","322","258","227","4500.714285714285","4832","4481","4052","4769.857142857143","5151","4739","4295","75","1.2267234669998288","1173","1248","0","0","0","0","0","41","32.42857142857143","33","20","227","3.242857142857143","4.2","3.3","2","4","5","4","3"
"fiery-sweep-3","kfa0e5nv","finished","-","gabrielmukobi","","2023-09-09T21:06:12.000Z","19437","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","0","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","2","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","0","0.9816468253968256","","","","","1.7378321906037653","1.7378332166191977","0.485","1.5","2.3","0","0","7","2","5","0","40","1","0","14.8","6.65","0.28883675534991327","0.95","0.042375628757207705","0","18","2","0.1","0","0","34","1","1.2","12","0.5","5","0","0","43114","13.497","363672","","0","","","0","0","","","10.9","1","12.789477678571426","","1","10.028571428571428","","0.9449404761904764","7","7","1","1","0.9642857142857144","1","","","","","3.357142857142857","1.124858267715973","5","6","5","4","4","6","4","3","3","2","0","1","4","0","18","16","19","12","15","27","18","180.28571428571428","228","172","150","1626.7142857142858","1641","1628","1618","1807","1847","1802","1783","172","731.1043748599477","1618","1790","0","0","0","0","0","27","17.857142857142858","18","12","125","1.5571428571428574","2.7","1.6","0.6","3","4","3","2"
"decent-sweep-6","01gn2epw","finished","-","gabrielmukobi","","2023-09-09T21:06:12.000Z","31219","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","1","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","0","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","0","0.9536688238513796","","","","","2.6815833931337347","2.681584414740134","0.07407407407407407","0.2","2.3","0","0","2","0.15","2","0","3","0","0","11.05","1.6","0.07746503496503496","0.05","0.0025","0","3","0","0","0","0","30","0.8823529411764706","0.8","8","0","0","0","0","83419","32.462849999999996","915257","","2.342857142857143","0.4825256006978087","0.17688891026694264","1","7","1","0.34778839659424976","10.9","1","18.578666666666667","","1","14.276142857142856","","0.9786535303776682","2","2","1","1","1","","","","","","2.2142857142857144","0.24743582965269675","4","4","5","5","4","4","4","1","0","0","0","0","0","0","21","25","38","34","25","21","28","237","303","225","184","4600.714285714285","5045","4549","4128","4837.714285714285","5270","4852","4314","105","1.6407093163579702","1028","1133","0","0","0","0","0","38","27.428571428571427","25","21","192","2.742857142857143","4","2.7","1.7","4.142857142857143","5","4","3"
"stilted-sweep-2","9fa5xgda","finished","-","gabrielmukobi","","2023-09-09T21:06:12.000Z","19401","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","0","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","1","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","0","0.9754143323996266","","","","","1.617230228992823","1.617231385451101","0.41833333333333333","1.7","3.4","0","0","12","2","5","0","40","0","0","14.35","6.65","0.288484660267269","1.4","0.062329098437794085","0","16","0","0","0","0","33","0.9705882352941176","1.1","11","0.3","3","0","0","42192","13.626","369816","","0","","","0","0","","","10.9","1","12.480464285714284","","1","9.429428571428572","","0.955654761904762","12","12","1","1","1","1","","","","","2.642857142857143","0.7889543583705186","4","3","8","4","3","5","6","2","1","0","0","0","1","0","8","13","28","23","8","36","15","162.14285714285714","229","135","106","1575.428571428571","1588","1576","1562","1737.571428571429","1802","1713","1668","193","11.936627827119082","1576","1769","0","0","0","0","0","36","18.714285714285715","15","8","131","1.5571428571428574","3.5","1.4","0.4","4.142857142857143","8","4","2"
"northern-sweep-1","lpq6mvgx","finished","-","gabrielmukobi","","2023-09-09T21:06:12.000Z","19431","9ylasenb","gpt-4-0613","","auto","","false","0","","","","32","INFO","","standard_welfare","","0","10","false","0","","0","0","","games","welfare-diplomacy-v3","","false","0","gpt-3.5-turbo-16k-0613","","1","0.9","","0","100","0","0.9836392195767196","","","","","2.4920406940877435","2.4920417243029047","0.265","1.3","3.1","0","0","5","1.45","4","0","29","0","0","11.55","6.1","0.2752546113306983","1.65","0.08198155467720684","0","9","0","0","0","0","34","1","1.2","12","0.6","6","0","0","41566","12.75594","342066","","0","","","0","0","","","10.9","1","12.423482142857145","","1","9.085142857142856","","0.9509176587301588","5","5","1","1","1","1","","","","","2.7142857142857144","0.36421567954234174","5","4","5","5","5","5","5","1","0","0","0","1","1","1","26","31","29","28","30","16","19","162","187","161","127","1322.428571428571","1332","1323","1313","1484.428571428571","1517","1488","1447","187","9.913812302984295","1330","1517","0","0","0","0","0","31","25.571428571428573","28","16","179","2.257142857142857","3.7","2.2","1","4.285714285714286","5","4","4"
